id,categories,title,authors,published,abs
2608.27314v1,Battery-Simulation,Grain Boundary Phase Transitions Enable Diffusionless Climb of Disconnections,Md Sharier Nazim; Giacomo Po; Nikhil Chandra Admal,2026-08-27T16:17:03Z,https://arxiv.org/abs/2608.27314v1
2608.27277v1,Battery-Simulation,Benchmarking of Fast and Interpretable UF Machine Learning Potentials,Pawan Prakash; Sam Dong; Richard G. Hennig,2026-08-27T15:53:11Z,https://arxiv.org/abs/2608.27277v1
2608.27162v1,Battery-Simulation,Data-efficient crack quantification in lithium-ion cathodes using foundation model transfer,Thorsten Tegetmeyer-Kleine; Thomas Schmitt; Phillip Aquino; Christiane Rahe; Dirk Uwe Sauer; Weihan Li,2026-08-27T14:15:26Z,https://arxiv.org/abs/2608.27162v1
2608.27139v1,Battery-Simulation,Quantifying the effects of nickel on Earth's inner-core nucleation,Jiahui Zhai; Liangrui Wei; Chen Gao; Yang Sun,2026-08-27T13:52:07Z,https://arxiv.org/abs/2608.27139v1
2608.27042v1,Battery-Simulation,High-resolution in situ analysis of biomass pyrolysis by combining quantitative synchrotron $μ$CT and 3D particle-resolved simulations,Emeric Boigné; Mohamed M. Ahmed; Collin Foster; Edna R. Toro; Dilworth Y. Parkinson; Alastair A. MacDowell; Harold S. Barnard; Francesco Panerai; Chiara Saggese; Matthias Ihme,2026-08-27T12:30:47Z,https://arxiv.org/abs/2608.27042v1
2608.26908v1,Battery-Simulation,A novel Grand-Potential Phase-Field Lattice-Boltzmann model for multi-phase solidification with convection,Chirantandip Mahanta; Sanjeev Kumar; Gandham Phanikumar; Abhik N. Choudhury,2026-08-27T10:08:17Z,https://arxiv.org/abs/2608.26908v1
2608.26855v1,Battery-Simulation,Self-selective growth of GaAs1-xBix on GaAs zinc blende/wurtzite nanowire heterostructures,Rohit Yadav; Sebastian Lehmann; Vidar Flodgren; Evangelos Golias; Alexei Zakharov; Kimberly A. Dick; Anders Mikkelsen; Rainer Timm,2026-08-27T09:23:11Z,https://arxiv.org/abs/2608.26855v1
2608.26811v1,Battery-Simulation,"A review of simulation, measurement techniques, and development in chip thermal design",Junnian Zhou; Feng Zhou; Shengying Yue,2026-08-27T08:49:06Z,https://arxiv.org/abs/2608.26811v1
2608.27237v1,Battery-Simulation,Long-time Dynamics of Many-body Open Quantum Systems using Quantum Generating Functions,Katha Ganguly; Dario Poletti; Bijay Kumar Agarwalla,2026-08-27T15:21:38Z,https://arxiv.org/abs/2608.27237v1
2608.27064v1,Battery-Simulation,Giant bulk photovoltaic effect driven by interfacial symmetry breaking in MoS2/Ta2NiSe5 heterostructures,Jianwen Ma; Pengliang Leng; Lei Peng; Congming Hao; Xianghao Meng; Jiaqi Liu; Yang Gan; Min Luo; Zifan Zhang; Jiaming Gu; Qinghang Liu; Lidan Duan; Du Xiang; Wu Shi; Peng Wang; Weibin Chu; Xiang Yuan; Weida Hu; Cheng Zhang,2026-08-27T12:51:13Z,https://arxiv.org/abs/2608.27064v1
2608.27002v1,Battery-Simulation,Spin preservation in screw-symmetric molecules,Jonas Bloch; Fedor Baranov; Maxim Breitkreiz,2026-08-27T11:47:25Z,https://arxiv.org/abs/2608.27002v1
2608.27162v1,AI-Battery,Data-efficient crack quantification in lithium-ion cathodes using foundation model transfer,Thorsten Tegetmeyer-Kleine; Thomas Schmitt; Phillip Aquino; Christiane Rahe; Dirk Uwe Sauer; Weihan Li,2026-08-27T14:15:26Z,https://arxiv.org/abs/2608.27162v1
2608.27158v1,WorldModel-Diffusion,Diffusion Policies for Short-Horizon Planning in Robot Crowd Navigation,Wendong Li; Jochen Garcke,2026-08-27T14:10:39Z,https://arxiv.org/abs/2608.27158v1
2608.27046v1,WorldModel-Diffusion,Performance Foundations of Parallel & Distributed Reasoning Language Models,Maciej Besta; Leonard Schmidt; Lara Nonino; Robert Gerstenberger; Pierre Pang; Patrik Okanovic; Ales Kubicek; Tiancheng Chen; Baraq Lipshitz; Torsten Hoefler,2026-08-27T12:33:47Z,https://arxiv.org/abs/2608.27046v1
2608.26965v1,WorldModel-Diffusion,ClusterAttention: A training-free speedup of bidirectional attention,Kasper Nordenram; Amelie Dittmann,2026-08-27T11:04:41Z,https://arxiv.org/abs/2608.26965v1
2608.26961v1,WorldModel-Diffusion,Gromov-Monge Flow Matching for Equivariant Graph Generation,Moritz Piening; Christian Wald,2026-08-27T11:01:03Z,https://arxiv.org/abs/2608.26961v1
2608.26901v1,WorldModel-Diffusion,Dose-PlanNet: Physics Based Radiotherapy Dose Prediction with Deep Learning,Ankit Bhattacharjee; Sougata Maity; Santam Chakraborty; Indranil Mallick,2026-08-27T10:05:01Z,https://arxiv.org/abs/2608.26901v1
2608.26812v1,WorldModel-Diffusion,Hyperspectral Diffusion Equivariant Imaging (HyDiff-EI): A Self-supervised Framework for Hyperspectral Image Inpainting,Shuo Li; Mike Davies; Mehrdad Yaghoobi,2026-08-27T08:49:40Z,https://arxiv.org/abs/2608.26812v1
2608.27406v1,WorldModel-Diffusion,CLAP: Cross-Embodiment Video World Models are Zero-Shot Physical Simulators,Kechen Liu; Ola Shorinwa,2026-08-27T17:35:10Z,https://arxiv.org/abs/2608.27406v1
2608.27367v1,WorldModel-Diffusion,Successive Capacity Growth: Task-Complexity-Driven Width and Depth Expansion for Vision Transformer Encoders in JEPA World Models,Frederik Berenz,2026-08-27T17:04:57Z,https://arxiv.org/abs/2608.27367v1
2608.27345v1,WorldModel-Diffusion,PAWBench: How Far Are We from Probabilistically Aligned World Modeling?,Yuandong Pu; Le Zhuo; Sayak Paul; Gabriel Jorge Menezes; Avram Đorđević; Shiyang Li; Yifan Zhou; Bin Fu; Wenlong Zhang; Junjun He; Yu Qiao; Yihao Liu; Jingbo Xing; Xi Chen,2026-08-27T16:46:38Z,https://arxiv.org/abs/2608.27345v1
