id,categories,title,authors,published,abs
2604.11780v1,Battery-Simulation,Multiple spiking functionalities in annealing-optimized Ag/Hf$_{0.5}$Zr$_{0.5}$O$_2$-based memristive neurons,Nikita Zhidkov; Andrei Zenkevich; Anton Khanas,2026-04-13T17:45:33Z,https://arxiv.org/abs/2604.11780v1
2604.11425v1,Battery-Simulation,Investigating nucleation-driven phase transitions in neopentyl molecular crystals using infrared thermography and polarised light microscopy,Frederic Rendell-Bhatti; Vinzent G. Hana; Csongor Joba; David Boldrin; Donald A. MacLaren,2026-04-13T13:07:20Z,https://arxiv.org/abs/2604.11425v1
2604.11370v1,Battery-Simulation,Ru Alloying in Ni/Al Reactive Multilayers: Experimental Observations and Molecular Dynamics Simulations,Nensi Toncich; Ankit Yadav; Jan Fikar; Ralph Spolenak,2026-04-13T12:12:25Z,https://arxiv.org/abs/2604.11370v1
2604.11333v1,Battery-Simulation,ALD W-Doped SnO$_2$ TFTs for Indium-Free BEOL Electronics,Mansi Anil Patil; Devarshi Dhoble; Shivaram Kubakaddi; Mamta Raturi; Marco A Villena; Gaurav Thareja; Saurabh Lodha,2026-04-13T11:34:11Z,https://arxiv.org/abs/2604.11333v1
2604.11149v1,Battery-Simulation,Band Tail State Broadening in IGZO TFTs After pBTI-Induced Negative VT Shift Revealed via DC and 1/f Noise Measurements,R. Asanovski; P. Rinaudo; A. Chasin; Y. Zhao; H. F. W. Dekkers; M. J. van Setten; D. Matsubayashi; N. Rassoul; A. Belmonte; G. S. Kar; B. Kaczer; J. Franco,2026-04-13T08:11:30Z,https://arxiv.org/abs/2604.11149v1
2604.11139v1,Battery-Simulation,GPU acceleration of plane-wave density functional theory calculations in Abinit,Ioanna-Maria Lygatsika; Marc Sarraute; Lucas Baguet; Pierre Kestener; Marc Torrent,2026-04-13T07:54:17Z,https://arxiv.org/abs/2604.11139v1
2604.10887v1,Battery-Simulation,A Lightweight Universal Machine-Learning Interatomic Potential via Knowledge Distillation for Scalable Atomistic Simulations,Sangmin Oh; Jinmu You; Jaesun Kim; Jiho Lee; Hyungmin An; Seungwu Han; Youngho Kang,2026-04-13T01:32:50Z,https://arxiv.org/abs/2604.10887v1
2604.10630v1,Battery-Simulation,Electrochemical stability and lithium insertion at the Li|Li3OCl solid electrolyte interface,Deobrat Singh; Li-Yun Tian; Moyses Araujo; Raquel Lizarraga,2026-04-12T13:15:04Z,https://arxiv.org/abs/2604.10630v1
2604.10561v1,Battery-Simulation,Location of the liquid-vapor critical point in aluminum,Xuyang Long; Kai Luo,2026-04-12T10:09:15Z,https://arxiv.org/abs/2604.10561v1
2604.10489v1,Battery-Simulation,The effect of grain boundaries on magnetic exchange interactions in iron,Martin Zelený; Martin Heczko; Petr Šesták; Denis Ledue; Renaud Patte; Miroslav Černý,2026-04-12T06:43:16Z,https://arxiv.org/abs/2604.10489v1
